Worker,,IP address,Websites,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,AD11,AD12,AD13,AD14,AD15,AD16,AD17,AD18,AD19,AD20,AD21,AD22,AD23,AD24,AD25,AD26,AD27,AD28,AD29,AD30,AD31,AD32,AD33,AD34,AD35,AD36,AD37,AD38,AD39,AD40,AD41,AD42
Suhas Patil,ON,,Gmail ,cosmotechexpoindia.com,investyadnya.in,supplier.meesho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,ON,,imgbb.com,hapag-lloyd.com,hapag-lloyd.com,hapag-lloyd.com,adobe.com,hapag-lloyd.com,hapag-lloyd.com,grammarly.com,grammarly.com,hapag-lloyd.com,grammarly.com,hapag-lloyd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,ON,,iplocation.net,hapag-lloyd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,ON,,onlinerekenmachine,intellipaat.com,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,grammarly.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,ON,,web2.0calc,clevertap.com,squarespace.com,squarespace.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,ON,,Worldometers.info,dell.com,dell.com,dell.com,maxlifeinsurance.com,maxlifeinsurance.com,dell.com,maxlifeinsurance.com,intellipaat.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,calculator-1,facebook.com,facebook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,engineeringtoolbox.com,binance.com/en/nft,mpowerfinancing.com,monitormyocean.com,mpowerfinancing.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,files-conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,Gmail ,clubmahindra.com,lodhagroup.in,hiranandanipanvel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,imgbb.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,siddhagroup.com,siddhagroup.com,siddhagroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,onlinerekenmachine,semrush.com,semrush.com,atlismotorvehicles.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,web2.0calc,atlismotorvehicles.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas Patil,OFF,,Worldometers.info,clickastro.com,lntrealty.com,binance.com/en/nft,covid-19.bmj.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,calculator-1,made-in-china.com,made-in-china.com,jointoucan.com,binance.com/en/nft,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,engineeringtoolbox.com,pipeflow.co.uk,mokotechnology.com,pipeflow.co.uk,mokotechnology.com,pipeflow.co.uk,mokotechnology.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,files-conversion,unity.com,coreldraw.com,unity.com,atlismotorvehicles.com,unity.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,Gmail ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,imgbb.com,coreldraw.com,coreldraw.com,coreldraw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,iplocation.net,redrovers.com,redrovers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,onlinerekenmachine,servicenow.com,servicenow.com,godaddy.com,quickbooks.intuit.com,hindawi.com,godaddy.com,hindawi.com,hindawi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,web2.0calc,jointoucan.com,jointoucan.com,slickdeals.net,estudiareneeuu.com,broadcom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,ON,,Worldometers.info,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,simplemdm.com,jointoucan.com,jointoucan.com,,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,calculator-1,alihunter.io,zulily.com,alihunter.io,zulily.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,engineeringtoolbox.com,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,files-conversion,eos.com,h5.g123.jp/game/queensblade,eos.com,elements.envato.com,mastermindpromotion.com,unity.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,Gmail ,expohomelife.com,jointoucan.com,dosfarma.com,uxcam.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,imgbb.com,grupoleti.com,truckdesign4x4.com,binance.com/en/nft,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,truckdesign4x4.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,onlinerekenmachine,atlismotorvehicles.com,infinoxpartners.com,atlismotorvehicles.com,dreamstime.com,nt-mevid.com,alihunter.io,dreamstime.com,adaptedmind.com,adaptedmind.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,web2.0calc,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunaku,OFF,,Worldometers.info,infinox.com,eos.com,sirvoy.com,binance.com/en/nft,binance.com/en/nft,eos.com,sirvoy.com,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,calculator-1,intellipaat.com,mediaget.com,mediaget.com,portworx.com,mediaget.com,crowdstrike.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,engineeringtoolbox.com,crowdstrike.com,skill-lync.com,nitte.edu.in,skill-lync.com,nitte.edu.in,crowdstrike.com,merck.com,peptide.com,westpharma.com/products/vial-containment-solutions/acceltra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,files-conversion,elements.envato.com,sobha.com,mediaget.com,microsoft.com,mediaget.com,microsoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,Gmail ,grammarly.com,indiabonds.com,sbilife.co.in,leverageedu.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,imgbb.com,semrush.com,semrush.com,semrush.com,semrush.com,semrush.com,elements.envato.com,adobe.com,godaddy.com,semrush.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,onlinerekenmachine,miner.eo.finance,miner.eo.finance,dell.com/en-us/gaming/alienware,toradex.com,dell.com/en-us/gaming/alienware,dell.com/en-us/gaming/alienware,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,web2.0calc,semrush.com,amazon.com/Prime-Video/b?node=2676882011,,intellipaat.com,intellipaat.com,linkedin.com/products/linkedin-sales-navigator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,ON,,Worldometers.info,dell.com,dell.com,dell.com,dell.com,dell.com,dell.com,dell.com,dell.com,linkedin.com/products/linkedin-sales-navigator/,linkedin.com/products/linkedin-sales-navigator/,linkedin.com/products/linkedin-sales-navigator/,premiumit.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,calculator-1,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,engineeringtoolbox.com,jointoucan.com,jointoucan.com,mediaget.com,jointoucan.com,mediaget.com,envirobarrier.in,jointoucan.com,jointoucan.com,mediaget.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,files-conversion,mediaget.com,microsoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,Gmail ,zredo.com,sbilife.co.in,cibil.com,salesforce.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,imgbb.com,semrush.com,semrush.com,semrush.com,semrush.com,semrush.com,semrush.com,semrush.com,semrush.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,onlinerekenmachine,jointoucan.com,outgrow.co,outgrow.co,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,web2.0calc,jointoucan.com,jointoucan.com,jointoucan.com,outgrow.co,outgrow.co,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cfcb2a,OFF,,Worldometers.info,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,cmp-micro.com,jointoucan.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,calculator-1,hbomax.com,hbomax.com,amigoconstrutor.com.br,intimus.com.br,intimus.com.br,disneyplus.com,espm.br,intimus.com.br,disneyplus.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,engineeringtoolbox.com,hbomax.com,merck.com,merck.com,samsung.com,hbomax.com,merck.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,files-conversion,play.google.com,adobe.com,vegascreativesoftware.com,play.google.com,play.google.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,Gmail ,toptal.com,tiktok.com,turing.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,imgbb.com,avast.com,adobe.com,hurb.com,avast.com,avast.com,grancursosonline.com.br,avast.com,avast.com,adobe.com,adobe.com,hurb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,iplocation.net,amazon.com/Prime-Video/b?node=2676882011,azure.microsoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,onlinerekenmachine,espm.br,espm.br,shein.com,espm.br,espm.br,espm.br,espm.br,espm.br,shein.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,web2.0calc,jointoucan.com,bradescoseguros.com.br,smartfitinc.com,squarespace.com,espm.br,disneyplus.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,ON,,Worldometers.info,espm.br,workable.com,heywise.com,bradescoseguros.com.br,espm.br,espm.br,adobe.com,espm.br,espm.br,workable.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,calculator-1,amigoconstrutor.com.br,amigoconstrutor.com.br,jeep.com,amigoconstrutor.com.br,jeep.com,therazorcompany.com,amigoconstrutor.com.br,jeep.com,therazorcompany.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,engineeringtoolbox.com,pipeflow.co.uk,keysight.com,pipeflow.co.uk,cabelodosonhos.com.br,pipeflow.co.uk,keysight.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,files-conversion,umbler.com,samsung.com,umbler.com,cloudockit.com,umbler.com,nchsoftware.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,Gmail ,cora.com.br,hyundaiusa.com,ladybug.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,imgbb.com,binance.com/en/nft,dreamstime.com,dreamstime.com,binance.com/en/nft,dreamstime.com,dreamstime.com,dreamstime.com,binance.com/en/nft,dreamstime.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,onlinerekenmachine,shein.com,shein.com,shein.com,blowgummies.com.br,atlassian.com,atlassian.com,atlassian.com,atlassian.com,atlassian.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,web2.0calc,mpowerfinancing.com,bradescoseguros.com.br,binance.com/en/nft,bradescoseguros.com.br,mpowerfinancing.com,bradescoseguros.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HieloX4,OFF,,Worldometers.info,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,bradescoseguros.com.br,jeep.com,hotjar.com,bradescoseguros.com.br,jeep.com,hotjar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,calculator-1,adobe.com,dynatrace.com,fiat.com,booking.com,dynatrace.com,ispe.org,latamairlines.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,engineeringtoolbox.com,visa.com,mokotechnology.com,melia.com,mokotechnology.com,mokotechnology.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,files-conversion,visa.com,voegol.com.br,voegol.com.br,dynatrace.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,Gmail ,tiktok.com,cora.com.br,santander.com.br,cartaoatacadao.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,imgbb.com,adobe.com,adobe.com,123milhas.com,adobe.com,123milhas.com,coca-colacompany.com,coca-colacompany.com,adobe.com,123milhas.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,onlinerekenmachine,adobe.com,adobe.com,vivo.com.br,trivago.com,adobe.com,formula-x.co,adobe.com,adobe.com,formula-x.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,web2.0calc,fiat.com,dynatrace.com,latamairlines.com,booking.com,latamairlines.com,booking.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,ON,,Worldometers.info,adobe.com,adobe.com,starplus.com,dynatrace.com,fiat.com,fiat.com,godaddy.com,docebo.com,dynatrace.com,trivago.com,fiat.com,toptal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,calculator-1,carolinaherrera.com,carolinaherrera.com,kaspersky.com,carolinaherrera.com,carolinaherrera.com,brasildecoracao.com,fiat.com,fiat.com,portal.fmu.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,engineeringtoolbox.com,mokotechnology.com,mokotechnology.com,mokotechnology.com,mokotechnology.com,mokotechnology.com,mokotechnology.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,files-conversion,latamairlines.com,123milhas.com,squarespace.com,voegol.com.br,pilao.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,Gmail ,tiktok.com,artex.com.br,123milhas.com,diariodacidadania.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,imgbb.com,formula-x.co,voegol.com.br,123milhas.com,formula-x.co,coca-colacompany.com,123milhas.com,clubehu.com.br,voegol.com.br,coca-colacompany.com,voegol.com.br,123milhas.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,onlinerekenmachine,123milhas.com,vivo.com.br,vivo.com.br,123milhas.com,vivo.com.br,vivo.com.br,123milhas.com,dynatrace.com,latamairlines.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,web2.0calc,latamairlines.com,kaspersky.com,latamairlines.com,kaspersky.com,latamairlines.com,kaspersky.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_9265633854,OFF,,Worldometers.info,melia.com,melia.com,fiat.com,godaddy.com,dynatrace.com,123milhas.com,toptal.com,fiat.com,godaddy.com,alura.io,123milhas.com,toptal.com,fiat.com,godaddy.com,alura.io,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,calculator-1,jointoucan.com,jointoucan.com,unity.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,engineeringtoolbox.com,jointoucan.com,pipeflow.co.uk,jointoucan.com,pipeflow.co.uk,pipeflow.co.uk,jointoucan.com,pipeflow.co.uk,pipeflow.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,files-conversion,jointoucan.com,unity.com,jointoucan.com,unity.com,jointoucan.com,unity.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,Gmail ,jointoucan.com,facephi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,imgbb.com,kommo.com,godaddy.com,jeep.com,godaddy.com,kommo.com,slickdeals.net,bentley.com,bentley.com,slickdeals.net,bentley.com,kommo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,iplocation.net,bentley.com,cloudinary.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,onlinerekenmachine,jointoucan.com,atlassian.com,atlassian.com,atlismotorvehicles.com,atlismotorvehicles.com,atlismotorvehicles.com,atlismotorvehicles.com,atlassian.com,atlassian.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,web2.0calc,jointoucan.com,jointoucan.com,unity.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,ON,,Worldometers.info,bentley.com,bentley.com,jointoucan.com,squarespace.com,bentley.com,jointoucan.com,jointoucan.com,bentley.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,calculator-1,zulily.com,zulily.com,zulily.com,zulily.com,zulily.com,zulily.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,engineeringtoolbox.com,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,binance.com/en/nft,pipeflow.co.uk,pipeflow.co.uk,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,files-conversion,cube-soft.jp,binance.com/en/nft,cube-soft.jp,binance.com/en/nft,cube-soft.jp,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,Gmail ,jointoucan.com,facephi.com,condovive.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,imgbb.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,grupoleti.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,onlinerekenmachine,jeep.com,atlismotorvehicles.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,atlismotorvehicles.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,web2.0calc,jointoucan.com,japanhousela.com,jointoucan.com,jointoucan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigrito1501_vague,OFF,,Worldometers.info,binance.com/en/nft,jointoucan.com,jointoucan.com,jointoucan.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,jointoucan.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,bentley.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,calculator-1,solarwinds.com,solarwinds.com,nespresso.com,nespresso.com,nespresso.com,solarwinds.com,solarwinds.com,solarwinds.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,engineeringtoolbox.com,peptide.com,peptide.com,pipeflow.co.uk,peptide.com,peptide.com,pipeflow.co.uk,ads.google.com,medalkan.com,pipeflow.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,files-conversion,elements.envato.com,adobe.com,onbuka.com,coreldraw.com,onbuka.com,coreldraw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,Gmail ,veeam.com,fxpro.com,youtube.com,bmwusa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,imgbb.com,namecheap.com,namecheap.com,namecheap.com,namecheap.com,namecheap.com,namecheap.com,namecheap.com,namecheap.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,onlinerekenmachine,coreldraw.com,bodor.com,iherb.com,coreldraw.com,bodor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,web2.0calc,exposedskincare.com,office.com,exposedskincare.com,exposedskincare.com,ads.google.com,ads.google.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defrix,ON,,Worldometers.info,bodor.com,skrill.com,bodor.com,iherb.com,yoxo.ma,signistanbul.com,bodor.com,lws.fr,signistanbul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,calculator-1,visiblealpha.com,visiblealpha.com,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,engineeringtoolbox.com,triplebyte.com,kingston.com,merck.com,merck.com,merck.com,merck.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,files-conversion,play.google.com,microsoft.com,microsoft.com,amazon.com/Prime-Video/b?node=2676882011,microsoft.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,Gmail ,grammarly.com,mulesoft.com,coupa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,imgbb.com,semrush.com,omen.com,semrush.com,omen.com,semrush.com,omen.com,semrush.com,omen.com,norton.com,omen.com,semrush.com,omen.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,iplocation.net,semrush.com,slickdeals.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,onlinerekenmachine,play.google.com,servicenow.com,jeep.com,sailpoint.com,sailpoint.com,sailpoint.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,web2.0calc,kingston.com,grammarly.com,kingston.com,grammarly.com,jeep.com,grammarly.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,ON,,Worldometers.info,copado.com,copado.com,copado.com,linkedin.com/products/linkedin-sales-navigator/,linkedin.com/products/linkedin-sales-navigator/,dell.com,copado.com,linkedin.com/products/linkedin-sales-navigator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,calculator-1,aspose.com,aspose.com,hdfc.com,hdfc.com,hdfc.com,hdfc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,engineeringtoolbox.com,jlworld.com,kingston.com,microsoft.com,merck.com,adobe.com,godaddy.com,merck.com,triplebyte.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,files-conversion,microsoft.com,semrush.com,mediaget.com,adobe.com,microsoft.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,Gmail ,grammarly.com,maxlifeinsurance.com,iciciprulife.com,salesforce.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,imgbb.com,grammarly.com,sailpoint.com,norton.com,maccosmetics.com,adobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,onlinerekenmachine,sailpoint.com,hdfc.com,jeep.com,hdfc.com,jeep.com,hdfc.com,hdfc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,web2.0calc,aspose.com,jeep.com,hpe.com,jeep.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_785468484,OFF,,Worldometers.info,aspose.com,dell.com/en-us/gaming/alienware,adobe.com,dell.com/en-us/gaming/alienware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,calculator-1,olibonepneus.com.br,dynatrace.com,intimus.com.br,dynatrace.com,dynatrace.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,engineeringtoolbox.com,pipeflow.co.uk,aperam.com,nchsoftware.com,hrblock.com,hrblock.com,pipeflow.co.uk,merck.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,files-conversion,play.google.com,hilton.com,salonline.com.br,salonline.com.br,salonline.com.br,salonline.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,Gmail ,unip.br,planoeplano.com.br,xpeducacao.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,imgbb.com,datacamp.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,datacamp.com,hbomax.com,subway.com,subway.com,subway.com,subway.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
